"UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "# of  Entries" "#  Absent" "#  SNA" "#  Assessed" "# Not  Achieved" "#  Scholarship" "#  Outstanding"
"517" "Decile 4-7" "All Subjects" "English" "Other/Unspecified Ethnicity" "Female" 10 4 0 6 5 1 0
"518" "Decile 4-7" "All Subjects" "French" "NZ Maori" "Male" 0 0 0 0 0 0 0
"519" "Decile 4-7" "All Subjects" "French" "NZ Maori" "Female" 2 1 0 1 1 0 0
"520" "Decile 4-7" "All Subjects" "French" "NZ European" "Male" 7 1 0 6 6 0 0
"521" "Decile 4-7" "All Subjects" "French" "NZ European" "Female" 28 6 0 22 21 1 0
"522" "Decile 4-7" "All Subjects" "French" "NZ European" "Unknown" 0 0 0 0 0 0 0
"523" "Decile 4-7" "All Subjects" "French" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"524" "Decile 4-7" "All Subjects" "French" "Pasifika Peoples" "Female" 2 0 0 2 2 0 0
"525" "Decile 4-7" "All Subjects" "French" "Asian" "Male" 1 0 0 1 1 0 0
"526" "Decile 4-7" "All Subjects" "French" "Asian" "Female" 7 1 0 6 5 1 0
"527" "Decile 4-7" "All Subjects" "French" "Other/Unspecified Ethnicity" "Male" 1 0 0 1 1 0 0
"528" "Decile 4-7" "All Subjects" "French" "Other/Unspecified Ethnicity" "Female" 2 0 0 2 0 2 0
"529" "Decile 4-7" "All Subjects" "Geography" "NZ Maori" "Male" 13 6 0 7 7 0 0
"530" "Decile 4-7" "All Subjects" "Geography" "NZ Maori" "Female" 26 9 0 17 17 0 0
"531" "Decile 4-7" "All Subjects" "Geography" "NZ European" "Male" 132 19 0 113 95 17 1
"532" "Decile 4-7" "All Subjects" "Geography" "NZ European" "Female" 174 34 0 140 109 29 2
"533" "Decile 4-7" "All Subjects" "Geography" "NZ European" "Unknown" 0 0 0 0 0 0 0
"534" "Decile 4-7" "All Subjects" "Geography" "Pasifika Peoples" "Male" 8 1 0 7 7 0 0
"535" "Decile 4-7" "All Subjects" "Geography" "Pasifika Peoples" "Female" 7 2 0 5 5 0 0
"536" "Decile 4-7" "All Subjects" "Geography" "Asian" "Male" 17 4 0 13 11 2 0
"537" "Decile 4-7" "All Subjects" "Geography" "Asian" "Female" 22 3 0 19 15 4 0
"538" "Decile 4-7" "All Subjects" "Geography" "Other/Unspecified Ethnicity" "Male" 2 1 0 1 1 0 0
"539" "Decile 4-7" "All Subjects" "Geography" "Other/Unspecified Ethnicity" "Female" 3 1 0 2 2 0 0
"540" "Decile 4-7" "All Subjects" "German" "NZ Maori" "Male" 1 0 0 1 1 0 0
"541" "Decile 4-7" "All Subjects" "German" "NZ Maori" "Female" 0 0 0 0 0 0 0
"542" "Decile 4-7" "All Subjects" "German" "NZ European" "Male" 7 2 0 5 5 0 0
"543" "Decile 4-7" "All Subjects" "German" "NZ European" "Female" 22 0 0 22 18 4 0
"544" "Decile 4-7" "All Subjects" "German" "NZ European" "Unknown" 0 0 0 0 0 0 0
"545" "Decile 4-7" "All Subjects" "German" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"546" "Decile 4-7" "All Subjects" "German" "Pasifika Peoples" "Female" 0 0 0 0 0 0 0
"547" "Decile 4-7" "All Subjects" "German" "Asian" "Male" 0 0 0 0 0 0 0
"548" "Decile 4-7" "All Subjects" "German" "Asian" "Female" 0 0 0 0 0 0 0
"549" "Decile 4-7" "All Subjects" "German" "Other/Unspecified Ethnicity" "Male" 1 0 0 1 1 0 0
"550" "Decile 4-7" "All Subjects" "German" "Other/Unspecified Ethnicity" "Female" 0 0 0 0 0 0 0
"551" "Decile 4-7" "All Subjects" "Graphics" "NZ Maori" "Male" 3 0 1 2 0 2 0
"552" "Decile 4-7" "All Subjects" "Graphics" "NZ Maori" "Female" 6 0 1 5 5 0 0
"553" "Decile 4-7" "All Subjects" "Graphics" "NZ European" "Male" 35 1 2 32 29 1 2
"554" "Decile 4-7" "All Subjects" "Graphics" "NZ European" "Female" 46 0 9 37 35 2 0
"555" "Decile 4-7" "All Subjects" "Graphics" "NZ European" "Unknown" 0 0 0 0 0 0 0
"556" "Decile 4-7" "All Subjects" "Graphics" "Pasifika Peoples" "Male" 1 0 0 1 1 0 0
"557" "Decile 4-7" "All Subjects" "Graphics" "Pasifika Peoples" "Female" 0 0 0 0 0 0 0
"558" "Decile 4-7" "All Subjects" "Graphics" "Asian" "Male" 15 0 0 15 11 4 0
"559" "Decile 4-7" "All Subjects" "Graphics" "Asian" "Female" 19 0 3 16 15 1 0
"560" "Decile 4-7" "All Subjects" "Graphics" "Other/Unspecified Ethnicity" "Male" 0 0 0 0 0 0 0
"561" "Decile 4-7" "All Subjects" "Graphics" "Other/Unspecified Ethnicity" "Female" 1 0 1 0 0 0 0
"562" "Decile 4-7" "All Subjects" "History" "NZ Maori" "Male" 12 2 0 10 5 4 1
"563" "Decile 4-7" "All Subjects" "History" "NZ Maori" "Female" 14 5 0 9 7 2 0
"564" "Decile 4-7" "All Subjects" "History" "NZ European" "Male" 87 16 2 69 56 12 1
"565" "Decile 4-7" "All Subjects" "History" "NZ European" "Female" 169 50 7 112 81 28 3
"566" "Decile 4-7" "All Subjects" "History" "NZ European" "Unknown" 0 0 0 0 0 0 0
"567" "Decile 4-7" "All Subjects" "History" "Pasifika Peoples" "Male" 5 3 0 2 0 2 0
"568" "Decile 4-7" "All Subjects" "History" "Pasifika Peoples" "Female" 11 3 0 8 7 1 0
"569" "Decile 4-7" "All Subjects" "History" "Asian" "Male" 3 1 0 2 1 1 0
"570" "Decile 4-7" "All Subjects" "History" "Asian" "Female" 16 2 1 13 3 9 1
"571" "Decile 4-7" "All Subjects" "History" "Other/Unspecified Ethnicity" "Male" 3 0 0 3 2 1 0
"572" "Decile 4-7" "All Subjects" "History" "Other/Unspecified Ethnicity" "Female" 3 0 0 3 3 0 0
"573" "Decile 4-7" "All Subjects" "Japanese" "NZ Maori" "Male" 0 0 0 0 0 0 0
"574" "Decile 4-7" "All Subjects" "Japanese" "NZ Maori" "Female" 1 0 0 1 1 0 0
"575" "Decile 4-7" "All Subjects" "Japanese" "NZ European" "Male" 9 2 1 6 4 2 0
"576" "Decile 4-7" "All Subjects" "Japanese" "NZ European" "Female" 8 0 0 8 8 0 0
"577" "Decile 4-7" "All Subjects" "Japanese" "NZ European" "Unknown" 0 0 0 0 0 0 0
"578" "Decile 4-7" "All Subjects" "Japanese" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"579" "Decile 4-7" "All Subjects" "Japanese" "Pasifika Peoples" "Female" 0 0 0 0 0 0 0
"580" "Decile 4-7" "All Subjects" "Japanese" "Asian" "Male" 9 1 0 8 7 1 0
"581" "Decile 4-7" "All Subjects" "Japanese" "Asian" "Female" 20 1 1 18 16 2 0
"582" "Decile 4-7" "All Subjects" "Japanese" "Other/Unspecified Ethnicity" "Male" 0 0 0 0 0 0 0
"583" "Decile 4-7" "All Subjects" "Japanese" "Other/Unspecified Ethnicity" "Female" 1 0 0 1 1 0 0
"584" "Decile 4-7" "All Subjects" "Latin" "NZ Maori" "Male" 0 0 0 0 0 0 0
"585" "Decile 4-7" "All Subjects" "Latin" "NZ Maori" "Female" 0 0 0 0 0 0 0
"586" "Decile 4-7" "All Subjects" "Latin" "NZ European" "Male" 1 0 0 1 0 0 1
"587" "Decile 4-7" "All Subjects" "Latin" "NZ European" "Female" 0 0 0 0 0 0 0
"588" "Decile 4-7" "All Subjects" "Latin" "NZ European" "Unknown" 0 0 0 0 0 0 0
"589" "Decile 4-7" "All Subjects" "Latin" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"590" "Decile 4-7" "All Subjects" "Latin" "Pasifika Peoples" "Female" 0 0 0 0 0 0 0
"591" "Decile 4-7" "All Subjects" "Latin" "Asian" "Male" 0 0 0 0 0 0 0
"592" "Decile 4-7" "All Subjects" "Latin" "Asian" "Female" 0 0 0 0 0 0 0
"593" "Decile 4-7" "All Subjects" "Latin" "Other/Unspecified Ethnicity" "Male" 0 0 0 0 0 0 0
"594" "Decile 4-7" "All Subjects" "Latin" "Other/Unspecified Ethnicity" "Female" 0 0 0 0 0 0 0
"595" "Decile 4-7" "All Subjects" "Mathematics with Calculus" "NZ Maori" "Male" 11 2 0 9 9 0 0
"596" "Decile 4-7" "All Subjects" "Mathematics with Calculus" "NZ Maori" "Female" 9 6 0 3 3 0 0
"597" "Decile 4-7" "All Subjects" "Mathematics with Calculus" "NZ European" "Male" 211 38 0 173 148 22 3
"598" "Decile 4-7" "All Subjects" "Mathematics with Calculus" "NZ European" "Female" 73 10 0 63 56 7 0
"599" "Decile 4-7" "All Subjects" "Mathematics with Calculus" "NZ European" "Unknown" 0 0 0 0 0 0 0
"600" "Decile 4-7" "All Subjects" "Mathematics with Calculus" "Pasifika Peoples" "Male" 1 1 0 0 0 0 0
"601" "Decile 4-7" "All Subjects" "Mathematics with Calculus" "Pasifika Peoples" "Female" 5 2 0 3 3 0 0
"602" "Decile 4-7" "All Subjects" "Mathematics with Calculus" "Asian" "Male" 116 28 0 88 71 15 2
"603" "Decile 4-7" "All Subjects" "Mathematics with Calculus" "Asian" "Female" 66 23 0 43 40 3 0
"604" "Decile 4-7" "All Subjects" "Mathematics with Calculus" "Other/Unspecified Ethnicity" "Male" 4 0 0 4 4 0 0
"605" "Decile 4-7" "All Subjects" "Mathematics with Calculus" "Other/Unspecified Ethnicity" "Female" 3 3 0 0 0 0 0
"606" "Decile 4-7" "All Subjects" "Media Studies" "NZ Maori" "Male" 6 2 0 4 3 0 1
"607" "Decile 4-7" "All Subjects" "Media Studies" "NZ Maori" "Female" 10 5 1 4 4 0 0
"608" "Decile 4-7" "All Subjects" "Media Studies" "NZ European" "Male" 30 8 1 21 16 4 1
"609" "Decile 4-7" "All Subjects" "Media Studies" "NZ European" "Female" 81 29 0 52 39 13 0
"610" "Decile 4-7" "All Subjects" "Media Studies" "NZ European" "Unknown" 0 0 0 0 0 0 0
"611" "Decile 4-7" "All Subjects" "Media Studies" "Pasifika Peoples" "Male" 2 0 0 2 2 0 0
"612" "Decile 4-7" "All Subjects" "Media Studies" "Pasifika Peoples" "Female" 0 0 0 0 0 0 0
"613" "Decile 4-7" "All Subjects" "Media Studies" "Asian" "Male" 8 3 0 5 4 1 0
"614" "Decile 4-7" "All Subjects" "Media Studies" "Asian" "Female" 6 2 0 4 4 0 0
"615" "Decile 4-7" "All Subjects" "Media Studies" "Other/Unspecified Ethnicity" "Male" 1 1 0 0 0 0 0
"616" "Decile 4-7" "All Subjects" "Media Studies" "Other/Unspecified Ethnicity" "Female" 3 2 0 1 1 0 0
"617" "Decile 4-7" "All Subjects" "Music Studies" "NZ Maori" "Male" 2 0 0 2 2 0 0
"618" "Decile 4-7" "All Subjects" "Music Studies" "NZ Maori" "Female" 3 1 0 2 1 1 0
"619" "Decile 4-7" "All Subjects" "Music Studies" "NZ European" "Male" 25 5 0 20 16 3 1
"620" "Decile 4-7" "All Subjects" "Music Studies" "NZ European" "Female" 23 5 0 18 16 2 0
"621" "Decile 4-7" "All Subjects" "Music Studies" "NZ European" "Unknown" 0 0 0 0 0 0 0
"622" "Decile 4-7" "All Subjects" "Music Studies" "Pasifika Peoples" "Male" 2 0 0 2 1 0 1
"623" "Decile 4-7" "All Subjects" "Music Studies" "Pasifika Peoples" "Female" 0 0 0 0 0 0 0
"624" "Decile 4-7" "All Subjects" "Music Studies" "Asian" "Male" 0 0 0 0 0 0 0
"625" "Decile 4-7" "All Subjects" "Music Studies" "Asian" "Female" 7 1 0 6 4 2 0
"626" "Decile 4-7" "All Subjects" "Music Studies" "Other/Unspecified Ethnicity" "Male" 0 0 0 0 0 0 0
"627" "Decile 4-7" "All Subjects" "Music Studies" "Other/Unspecified Ethnicity" "Female" 0 0 0 0 0 0 0
"628" "Decile 4-7" "All Subjects" "Painting" "NZ Maori" "Male" 7 5 0 2 1 1 0
"629" "Decile 4-7" "All Subjects" "Painting" "NZ Maori" "Female" 17 10 0 7 5 2 0
"630" "Decile 4-7" "All Subjects" "Painting" "NZ European" "Male" 36 14 0 22 17 5 0
"631" "Decile 4-7" "All Subjects" "Painting" "NZ European" "Female" 146 65 0 81 64 15 2
"632" "Decile 4-7" "All Subjects" "Painting" "NZ European" "Unknown" 0 0 0 0 0 0 0
"633" "Decile 4-7" "All Subjects" "Painting" "Pasifika Peoples" "Male" 3 2 0 1 1 0 0
"634" "Decile 4-7" "All Subjects" "Painting" "Pasifika Peoples" "Female" 4 3 0 1 1 0 0
"635" "Decile 4-7" "All Subjects" "Painting" "Asian" "Male" 5 4 0 1 0 1 0
"636" "Decile 4-7" "All Subjects" "Painting" "Asian" "Female" 25 11 0 14 11 3 0
"637" "Decile 4-7" "All Subjects" "Painting" "Other/Unspecified Ethnicity" "Male" 1 0 0 1 1 0 0
"638" "Decile 4-7" "All Subjects" "Painting" "Other/Unspecified Ethnicity" "Female" 5 3 0 2 2 0 0
"639" "Decile 4-7" "All Subjects" "Photography" "NZ Maori" "Male" 4 4 0 0 0 0 0
"640" "Decile 4-7" "All Subjects" "Photography" "NZ Maori" "Female" 18 14 0 4 4 0 0
"641" "Decile 4-7" "All Subjects" "Photography" "NZ European" "Male" 33 16 0 17 14 1 2
"642" "Decile 4-7" "All Subjects" "Photography" "NZ European" "Female" 153 72 0 81 66 15 0
"643" "Decile 4-7" "All Subjects" "Photography" "NZ European" "Unknown" 0 0 0 0 0 0 0
"644" "Decile 4-7" "All Subjects" "Photography" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"645" "Decile 4-7" "All Subjects" "Photography" "Pasifika Peoples" "Female" 0 0 0 0 0 0 0
"646" "Decile 4-7" "All Subjects" "Photography" "Asian" "Male" 8 6 0 2 1 1 0
"647" "Decile 4-7" "All Subjects" "Photography" "Asian" "Female" 11 5 0 6 6 0 0
"648" "Decile 4-7" "All Subjects" "Photography" "Other/Unspecified Ethnicity" "Male" 1 1 0 0 0 0 0
"649" "Decile 4-7" "All Subjects" "Photography" "Other/Unspecified Ethnicity" "Female" 4 3 0 1 0 1 0
"650" "Decile 4-7" "All Subjects" "Physical Education" "NZ Maori" "Male" 12 6 0 6 5 1 0
"651" "Decile 4-7" "All Subjects" "Physical Education" "NZ Maori" "Female" 16 9 0 7 7 0 0
"652" "Decile 4-7" "All Subjects" "Physical Education" "NZ European" "Male" 72 21 1 50 43 7 0
"653" "Decile 4-7" "All Subjects" "Physical Education" "NZ European" "Female" 96 29 3 64 42 22 0
"654" "Decile 4-7" "All Subjects" "Physical Education" "NZ European" "Unknown" 0 0 0 0 0 0 0
"655" "Decile 4-7" "All Subjects" "Physical Education" "Pasifika Peoples" "Male" 4 2 0 2 1 0 1
"656" "Decile 4-7" "All Subjects" "Physical Education" "Pasifika Peoples" "Female" 6 0 0 6 4 2 0
"657" "Decile 4-7" "All Subjects" "Physical Education" "Asian" "Male" 5 1 0 4 4 0 0
"658" "Decile 4-7" "All Subjects" "Physical Education" "Asian" "Female" 5 1 0 4 4 0 0
"659" "Decile 4-7" "All Subjects" "Physical Education" "Other/Unspecified Ethnicity" "Male" 1 1 0 0 0 0 0
"660" "Decile 4-7" "All Subjects" "Physical Education" "Other/Unspecified Ethnicity" "Female" 3 2 0 1 1 0 0
"661" "Decile 4-7" "All Subjects" "Physics" "NZ Maori" "Male" 17 4 0 13 13 0 0
"662" "Decile 4-7" "All Subjects" "Physics" "NZ Maori" "Female" 5 3 0 2 2 0 0
"663" "Decile 4-7" "All Subjects" "Physics" "NZ European" "Male" 227 35 1 191 159 29 3
"664" "Decile 4-7" "All Subjects" "Physics" "NZ European" "Female" 68 15 1 52 46 6 0
"665" "Decile 4-7" "All Subjects" "Physics" "NZ European" "Unknown" 0 0 0 0 0 0 0
"666" "Decile 4-7" "All Subjects" "Physics" "Pasifika Peoples" "Male" 4 1 0 3 2 1 0
"667" "Decile 4-7" "All Subjects" "Physics" "Pasifika Peoples" "Female" 1 1 0 0 0 0 0
"668" "Decile 4-7" "All Subjects" "Physics" "Asian" "Male" 78 23 0 55 44 10 1
"669" "Decile 4-7" "All Subjects" "Physics" "Asian" "Female" 31 6 0 25 19 6 0
"670" "Decile 4-7" "All Subjects" "Physics" "Other/Unspecified Ethnicity" "Male" 5 1 0 4 4 0 0
"671" "Decile 4-7" "All Subjects" "Physics" "Other/Unspecified Ethnicity" "Female" 1 1 0 0 0 0 0
"672" "Decile 4-7" "All Subjects" "Printmaking" "NZ Maori" "Male" 0 0 0 0 0 0 0
"673" "Decile 4-7" "All Subjects" "Printmaking" "NZ Maori" "Female" 0 0 0 0 0 0 0
"674" "Decile 4-7" "All Subjects" "Printmaking" "NZ European" "Male" 0 0 0 0 0 0 0
"675" "Decile 4-7" "All Subjects" "Printmaking" "NZ European" "Female" 11 6 0 5 3 2 0
"676" "Decile 4-7" "All Subjects" "Printmaking" "NZ European" "Unknown" 0 0 0 0 0 0 0
"677" "Decile 4-7" "All Subjects" "Printmaking" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"678" "Decile 4-7" "All Subjects" "Printmaking" "Pasifika Peoples" "Female" 0 0 0 0 0 0 0
"679" "Decile 4-7" "All Subjects" "Printmaking" "Asian" "Male" 1 0 0 1 1 0 0
"680" "Decile 4-7" "All Subjects" "Printmaking" "Asian" "Female" 0 0 0 0 0 0 0
"681" "Decile 4-7" "All Subjects" "Printmaking" "Other/Unspecified Ethnicity" "Male" 1 1 0 0 0 0 0
"682" "Decile 4-7" "All Subjects" "Printmaking" "Other/Unspecified Ethnicity" "Female" 0 0 0 0 0 0 0
"683" "Decile 4-7" "All Subjects" "Samoan" "NZ Maori" "Male" 0 0 0 0 0 0 0
"684" "Decile 4-7" "All Subjects" "Samoan" "NZ Maori" "Female" 0 0 0 0 0 0 0
"685" "Decile 4-7" "All Subjects" "Samoan" "NZ European" "Male" 0 0 0 0 0 0 0
"686" "Decile 4-7" "All Subjects" "Samoan" "NZ European" "Female" 0 0 0 0 0 0 0
"687" "Decile 4-7" "All Subjects" "Samoan" "NZ European" "Unknown" 0 0 0 0 0 0 0
"688" "Decile 4-7" "All Subjects" "Samoan" "Pasifika Peoples" "Male" 6 0 0 6 6 0 0
"689" "Decile 4-7" "All Subjects" "Samoan" "Pasifika Peoples" "Female" 11 1 0 10 8 2 0
"690" "Decile 4-7" "All Subjects" "Samoan" "Asian" "Male" 0 0 0 0 0 0 0
"691" "Decile 4-7" "All Subjects" "Samoan" "Asian" "Female" 0 0 0 0 0 0 0
"692" "Decile 4-7" "All Subjects" "Samoan" "Other/Unspecified Ethnicity" "Male" 0 0 0 0 0 0 0
"693" "Decile 4-7" "All Subjects" "Samoan" "Other/Unspecified Ethnicity" "Female" 0 0 0 0 0 0 0
"694" "Decile 4-7" "All Subjects" "Science" "NZ Maori" "Male" 2 0 0 2 2 0 0
"695" "Decile 4-7" "All Subjects" "Science" "NZ Maori" "Female" 2 1 0 1 1 0 0
"696" "Decile 4-7" "All Subjects" "Science" "NZ European" "Male" 32 3 0 29 24 5 0
"697" "Decile 4-7" "All Subjects" "Science" "NZ European" "Female" 33 9 0 24 21 3 0
"698" "Decile 4-7" "All Subjects" "Science" "NZ European" "Unknown" 0 0 0 0 0 0 0
"699" "Decile 4-7" "All Subjects" "Science" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"700" "Decile 4-7" "All Subjects" "Science" "Pasifika Peoples" "Female" 0 0 0 0 0 0 0
"701" "Decile 4-7" "All Subjects" "Science" "Asian" "Male" 5 0 0 5 5 0 0
"702" "Decile 4-7" "All Subjects" "Science" "Asian" "Female" 4 2 0 2 2 0 0
"703" "Decile 4-7" "All Subjects" "Science" "Other/Unspecified Ethnicity" "Male" 2 0 0 2 2 0 0
"704" "Decile 4-7" "All Subjects" "Science" "Other/Unspecified Ethnicity" "Female" 0 0 0 0 0 0 0
"705" "Decile 4-7" "All Subjects" "Sculpture" "NZ Maori" "Male" 0 0 0 0 0 0 0
"706" "Decile 4-7" "All Subjects" "Sculpture" "NZ Maori" "Female" 1 0 0 1 1 0 0
"707" "Decile 4-7" "All Subjects" "Sculpture" "NZ European" "Male" 2 1 0 1 0 1 0
"708" "Decile 4-7" "All Subjects" "Sculpture" "NZ European" "Female" 8 2 0 6 4 2 0
"709" "Decile 4-7" "All Subjects" "Sculpture" "NZ European" "Unknown" 0 0 0 0 0 0 0
"710" "Decile 4-7" "All Subjects" "Sculpture" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"711" "Decile 4-7" "All Subjects" "Sculpture" "Pasifika Peoples" "Female" 0 0 0 0 0 0 0
"712" "Decile 4-7" "All Subjects" "Sculpture" "Asian" "Male" 1 0 0 1 1 0 0
"713" "Decile 4-7" "All Subjects" "Sculpture" "Asian" "Female" 1 1 0 0 0 0 0
"714" "Decile 4-7" "All Subjects" "Sculpture" "Other/Unspecified Ethnicity" "Male" 0 0 0 0 0 0 0
"715" "Decile 4-7" "All Subjects" "Sculpture" "Other/Unspecified Ethnicity" "Female" 1 0 0 1 0 1 0
"716" "Decile 4-7" "All Subjects" "Spanish" "NZ Maori" "Male" 0 0 0 0 0 0 0
"717" "Decile 4-7" "All Subjects" "Spanish" "NZ Maori" "Female" 1 0 0 1 1 0 0
"718" "Decile 4-7" "All Subjects" "Spanish" "NZ European" "Male" 5 2 0 3 3 0 0
"719" "Decile 4-7" "All Subjects" "Spanish" "NZ European" "Female" 9 0 0 9 8 1 0
"720" "Decile 4-7" "All Subjects" "Spanish" "NZ European" "Unknown" 0 0 0 0 0 0 0
"721" "Decile 4-7" "All Subjects" "Spanish" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"722" "Decile 4-7" "All Subjects" "Spanish" "Pasifika Peoples" "Female" 0 0 0 0 0 0 0
"723" "Decile 4-7" "All Subjects" "Spanish" "Asian" "Male" 0 0 0 0 0 0 0
"724" "Decile 4-7" "All Subjects" "Spanish" "Asian" "Female" 2 0 0 2 1 1 0
"725" "Decile 4-7" "All Subjects" "Spanish" "Other/Unspecified Ethnicity" "Male" 1 0 0 1 1 0 0
"726" "Decile 4-7" "All Subjects" "Spanish" "Other/Unspecified Ethnicity" "Female" 3 0 0 3 3 0 0
"727" "Decile 4-7" "All Subjects" "Statistics and Modelling" "NZ Maori" "Male" 23 5 0 18 14 4 0
"728" "Decile 4-7" "All Subjects" "Statistics and Modelling" "NZ Maori" "Female" 10 4 0 6 6 0 0
"729" "Decile 4-7" "All Subjects" "Statistics and Modelling" "NZ European" "Male" 203 29 0 174 116 50 8
"730" "Decile 4-7" "All Subjects" "Statistics and Modelling" "NZ European" "Female" 129 41 0 88 67 20 1
"731" "Decile 4-7" "All Subjects" "Statistics and Modelling" "NZ European" "Unknown" 0 0 0 0 0 0 0
"732" "Decile 4-7" "All Subjects" "Statistics and Modelling" "Pasifika Peoples" "Male" 3 2 0 1 1 0 0
"733" "Decile 4-7" "All Subjects" "Statistics and Modelling" "Pasifika Peoples" "Female" 4 2 0 2 2 0 0
"734" "Decile 4-7" "All Subjects" "Statistics and Modelling" "Asian" "Male" 83 18 0 65 44 18 3
"735" "Decile 4-7" "All Subjects" "Statistics and Modelling" "Asian" "Female" 67 15 1 51 42 9 0
"736" "Decile 4-7" "All Subjects" "Statistics and Modelling" "Other/Unspecified Ethnicity" "Male" 7 1 0 6 4 2 0
"737" "Decile 4-7" "All Subjects" "Statistics and Modelling" "Other/Unspecified Ethnicity" "Female" 6 3 0 3 3 0 0
"738" "Decile 4-7" "All Subjects" "Te Reo Maori" "NZ Maori" "Male" 24 1 2 21 20 1 0
"739" "Decile 4-7" "All Subjects" "Te Reo Maori" "NZ Maori" "Female" 27 10 0 17 17 0 0
"740" "Decile 4-7" "All Subjects" "Te Reo Maori" "NZ European" "Male" 0 0 0 0 0 0 0
"741" "Decile 4-7" "All Subjects" "Te Reo Maori" "NZ European" "Female" 1 0 0 1 1 0 0
"742" "Decile 4-7" "All Subjects" "Te Reo Maori" "NZ European" "Unknown" 0 0 0 0 0 0 0
"743" "Decile 4-7" "All Subjects" "Te Reo Maori" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"744" "Decile 4-7" "All Subjects" "Te Reo Maori" "Pasifika Peoples" "Female" 3 0 0 3 3 0 0
"745" "Decile 4-7" "All Subjects" "Te Reo Maori" "Asian" "Male" 0 0 0 0 0 0 0
"746" "Decile 4-7" "All Subjects" "Te Reo Maori" "Asian" "Female" 0 0 0 0 0 0 0
"747" "Decile 4-7" "All Subjects" "Te Reo Maori" "Other/Unspecified Ethnicity" "Male" 0 0 0 0 0 0 0
"748" "Decile 4-7" "All Subjects" "Te Reo Maori" "Other/Unspecified Ethnicity" "Female" 0 0 0 0 0 0 0
"749" "Decile 4-7" "All Subjects" "Te Reo Rangatira" "NZ Maori" "Male" 2 0 0 2 0 1 1
"750" "Decile 4-7" "All Subjects" "Te Reo Rangatira" "NZ Maori" "Female" 1 0 0 1 1 0 0
"751" "Decile 4-7" "All Subjects" "Te Reo Rangatira" "NZ European" "Male" 0 0 0 0 0 0 0
"752" "Decile 4-7" "All Subjects" "Te Reo Rangatira" "NZ European" "Female" 0 0 0 0 0 0 0
"753" "Decile 4-7" "All Subjects" "Te Reo Rangatira" "NZ European" "Unknown" 0 0 0 0 0 0 0
"754" "Decile 4-7" "All Subjects" "Te Reo Rangatira" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"755" "Decile 4-7" "All Subjects" "Te Reo Rangatira" "Pasifika Peoples" "Female" 0 0 0 0 0 0 0
"756" "Decile 4-7" "All Subjects" "Te Reo Rangatira" "Asian" "Male" 0 0 0 0 0 0 0
"757" "Decile 4-7" "All Subjects" "Te Reo Rangatira" "Asian" "Female" 0 0 0 0 0 0 0
"758" "Decile 4-7" "All Subjects" "Te Reo Rangatira" "Other/Unspecified Ethnicity" "Male" 0 0 0 0 0 0 0
"759" "Decile 4-7" "All Subjects" "Te Reo Rangatira" "Other/Unspecified Ethnicity" "Female" 0 0 0 0 0 0 0
"760" "Decile 4-7" "All Subjects" "Technology" "NZ Maori" "Male" 2 1 0 1 0 0 1
"761" "Decile 4-7" "All Subjects" "Technology" "NZ Maori" "Female" 5 0 0 5 5 0 0
"762" "Decile 4-7" "All Subjects" "Technology" "NZ European" "Male" 26 11 0 15 14 1 0
"763" "Decile 4-7" "All Subjects" "Technology" "NZ European" "Female" 34 15 0 19 15 4 0
"764" "Decile 4-7" "All Subjects" "Technology" "NZ European" "Unknown" 0 0 0 0 0 0 0
"765" "Decile 4-7" "All Subjects" "Technology" "Pasifika Peoples" "Male" 2 1 0 1 1 0 0
"766" "Decile 4-7" "All Subjects" "Technology" "Pasifika Peoples" "Female" 2 1 0 1 1 0 0
"767" "Decile 4-7" "All Subjects" "Technology" "Asian" "Male" 16 10 0 6 4 2 0
"768" "Decile 4-7" "All Subjects" "Technology" "Asian" "Female" 9 5 0 4 3 1 0
"769" "Decile 4-7" "All Subjects" "Technology" "Other/Unspecified Ethnicity" "Male" 1 0 0 1 1 0 0
"770" "Decile 4-7" "All Subjects" "Technology" "Other/Unspecified Ethnicity" "Female" 2 1 0 1 1 0 0
"771" "Decile 8-10" "All Subjects" "Accounting" "NZ Maori" "Male" 2 2 0 0 0 0 0
"772" "Decile 8-10" "All Subjects" "Accounting" "NZ Maori" "Female" 3 2 0 1 1 0 0
"773" "Decile 8-10" "All Subjects" "Accounting" "NZ European" "Male" 132 47 0 85 67 18 0
"774" "Decile 8-10" "All Subjects" "Accounting" "NZ European" "Female" 71 22 0 49 35 10 4
"775" "Decile 8-10" "All Subjects" "Accounting" "NZ European" "Unknown" 0 0 0 0 0 0 0
