"UNKNOWN" "UNKNOWN" "UNKNOWN" "Persons Employed in Labour Force" "Persons Unemployed in Labour Force" "Not in Labour Force" "Working Age Population" "Labour Force Participation Rate" "Unemployment Rate" "Employment Rate" "Total Labour Force"
"497" "Total Both Sexes" "Pacific Peoples Only" "2010Q4" 81.5 12.7 61.8 156 60.4 13.5 52.2 94.3
"498" "Total Both Sexes" "Pacific Peoples Only" "2011Q1" 85.6 13.9 61 160.5 62 14 53.3 99.5
"499" "Total Both Sexes" "Pacific Peoples Only" "2011Q2" 74.3 11.2 62.3 147.8 57.9 13.1 50.3 85.5
"500" "Total Both Sexes" "Pacific Peoples Only" "2011Q3" 86.5 13.8 69.4 169.7 59.1 13.8 50.9 100.3
"501" "Total Both Sexes" "Pacific Peoples Only" "2011Q4" 85.8 14.3 63.6 163.7 61.2 14.3 52.4 100.1
"502" "Total Both Sexes" "Pacific Peoples Only" "2012Q1" 77.3 13.3 61.6 152.1 59.5 14.7 50.8 90.5
"503" "Total Both Sexes" "Pacific Peoples Only" "2012Q2" 72.4 13 64.6 150 56.9 15.2 48.3 85.4
"504" "Total Both Sexes" "Pacific Peoples Only" "2012Q3" 73 13 61.1 147.1 58.5 15.2 49.6 86
"505" "Total Both Sexes" "Pacific Peoples Only" "2012Q4" 70.2 12.1 61.9 144.2 57.1 14.8 48.7 82.3
"506" "Total Both Sexes" "Pacific Peoples Only" "2013Q1" 75.1 13.5 61 149.6 59.2 15.2 50.2 88.5
"507" "Total Both Sexes" "Asian Only" "2007Q4" 172.1 9.9 96.3 278.3 65.4 5.4 61.8 182
"508" "Total Both Sexes" "Asian Only" "2008Q1" 169.9 10.5 107.1 287.5 62.8 5.8 59.1 180.4
"509" "Total Both Sexes" "Asian Only" "2008Q2" 186 10.1 113.9 310 63.2 5.1 60 196
"510" "Total Both Sexes" "Asian Only" "2008Q3" 187.7 9.2 109.5 306.3 64.3 4.7 61.3 196.8
"511" "Total Both Sexes" "Asian Only" "2008Q4" 196.3 13.2 100.4 309.9 67.6 6.3 63.4 209.5
"512" "Total Both Sexes" "Asian Only" "2009Q1" 193.3 13.9 109.3 316.5 65.5 6.7 61.1 207.2
"513" "Total Both Sexes" "Asian Only" "2009Q2" 198.9 16.9 109.1 325 66.4 7.8 61.2 215.8
"514" "Total Both Sexes" "Asian Only" "2009Q3" 197.9 18.3 124.4 340.6 63.5 8.5 58.1 216.2
"515" "Total Both Sexes" "Asian Only" "2009Q4" 209 21.2 117.5 347.7 66.2 9.2 60.1 230.2
"516" "Total Both Sexes" "Asian Only" "2010Q1" 205.8 22.4 116.8 345 66.1 9.8 59.7 228.2
"517" "Total Both Sexes" "Asian Only" "2010Q2" 202.8 23.9 116.1 342.8 66.1 10.5 59.2 226.7
"518" "Total Both Sexes" "Asian Only" "2010Q3" 198.3 17.2 120.1 335.5 64.2 8 59.1 215.4
"519" "Total Both Sexes" "Asian Only" "2010Q4" 208 21.3 111.9 341.3 67.2 9.3 60.9 229.4
"520" "Total Both Sexes" "Asian Only" "2011Q1" 220.2 22.7 109.7 352.6 68.9 9.3 62.5 242.9
"521" "Total Both Sexes" "Asian Only" "2011Q2" 213.8 13.8 116.4 344 66.2 6.1 62.1 227.6
"522" "Total Both Sexes" "Asian Only" "2011Q3" 213.5 17.9 123.7 355.1 65.2 7.8 60.1 231.4
"523" "Total Both Sexes" "Asian Only" "2011Q4" 218.7 21.3 116.4 356.5 67.3 8.9 61.4 240
"524" "Total Both Sexes" "Asian Only" "2012Q1" 217.4 21.9 111.8 351.1 68.2 9.2 61.9 239.3
"525" "Total Both Sexes" "Asian Only" "2012Q2" 212.8 19 114.4 346.1 67 8.2 61.5 231.8
"526" "Total Both Sexes" "Asian Only" "2012Q3" 227.4 26.8 122.2 376.3 67.5 10.5 60.4 254.2
"527" "Total Both Sexes" "Asian Only" "2012Q4" 233.9 19.1 122.2 375.2 67.4 7.5 62.4 253
"528" "Total Both Sexes" "Asian Only" "2013Q1" 253.5 18.7 131 403.2 67.5 6.9 62.9 272.2
"529" "Total Both Sexes" "MELAA Only" "2007Q4" 14.1 1.5 11.7 27.3 57.1 9.6 51.6 15.6
"530" "Total Both Sexes" "MELAA Only" "2008Q1" 14.3 1.7 12.4 28.3 56.3 10.4 50.4 16
"531" "Total Both Sexes" "MELAA Only" "2008Q2" 16.1 3 12.3 31.4 61 15.7 51.4 19.1
"532" "Total Both Sexes" "MELAA Only" "2008Q3" 14.9 1.6 16.2 32.8 50.6 9.9 45.6 16.6
"533" "Total Both Sexes" "MELAA Only" "2008Q4" 12.6 1.5 11.1 25.2 55.9 10.7 49.9 14.1
"534" "Total Both Sexes" "MELAA Only" "2009Q1" 12.4 1.7 12 26.1 54.2 12 47.6 14.1
"535" "Total Both Sexes" "MELAA Only" "2009Q2" 16.1 2.8 12.3 31.2 60.7 14.9 51.6 18.9
"536" "Total Both Sexes" "MELAA Only" "2009Q3" 15.5 1.3 12.7 29.5 56.9 8 52.4 16.8
"537" "Total Both Sexes" "MELAA Only" "2009Q4" 13.4 2.8 11.2 27.4 58.9 17.1 48.9 16.1
"538" "Total Both Sexes" "MELAA Only" "2010Q1" 15 2.9 10.8 28.7 62.4 16.2 52.3 17.9
"539" "Total Both Sexes" "MELAA Only" "2010Q2" 17.2 1.7 13.7 32.7 58 9 52.8 18.9
"540" "Total Both Sexes" "MELAA Only" "2010Q3" 18.9 2.4 14.4 35.6 59.7 11.1 53 21.3
"541" "Total Both Sexes" "MELAA Only" "2010Q4" 16.7 1.1 12.7 30.6 58.3 6.3 54.6 17.8
"542" "Total Both Sexes" "MELAA Only" "2011Q1" 18.1 1.7 10.7 30.6 64.9 8.6 59.3 19.8
"543" "Total Both Sexes" "MELAA Only" "2011Q2" 21.3 2.9 12 36.2 67 12.1 58.9 24.2
"544" "Total Both Sexes" "MELAA Only" "2011Q3" 17.9 3.2 10.9 32 65.9 15 56 21.1
"545" "Total Both Sexes" "MELAA Only" "2011Q4" 17.3 1.5 10.1 28.9 65.1 8.1 59.8 18.8
"546" "Total Both Sexes" "MELAA Only" "2012Q1" 16.4 2.9 9.9 29.2 66.2 15.2 56.1 19.3
"547" "Total Both Sexes" "MELAA Only" "2012Q2" 15.7 1.5 11.8 29 59.4 8.6 54.3 17.2
"548" "Total Both Sexes" "MELAA Only" "2012Q3" 15.4 1.7 9.1 26.2 65.2 9.9 58.8 17.1
"549" "Total Both Sexes" "MELAA Only" "2012Q4" 14.1 1.2 9.3 24.6 62.3 7.8 57.5 15.3
"550" "Total Both Sexes" "MELAA Only" "2013Q1" 12.9 1.8 10.2 24.9 59 12.1 51.8 14.7
"551" "Total Both Sexes" "Other Ethnicity Only" "2007Q4" 11.6 NA 3.1 14.8 79.2 NA 78.2 11.7
"552" "Total Both Sexes" "Other Ethnicity Only" "2008Q1" 13.4 NA 6.1 20.1 69.8 NA 66.8 14
"553" "Total Both Sexes" "Other Ethnicity Only" "2008Q2" 20 1.6 9.6 31.2 69.3 7.2 64.3 21.6
"554" "Total Both Sexes" "Other Ethnicity Only" "2008Q3" 21.9 NA 11 33.7 67.3 NA 64.9 22.7
"555" "Total Both Sexes" "Other Ethnicity Only" "2008Q4" 26.1 1.1 11.8 39 69.8 4.1 66.9 27.2
"556" "Total Both Sexes" "Other Ethnicity Only" "2009Q1" 31.2 NA 13 44.9 71 NA 69.4 31.9
"557" "Total Both Sexes" "Other Ethnicity Only" "2009Q2" 35.1 1.1 13.4 49.6 73.1 3.1 70.8 36.2
"558" "Total Both Sexes" "Other Ethnicity Only" "2009Q3" 36.6 1.4 16.5 54.5 69.8 3.7 67.2 38
"559" "Total Both Sexes" "Other Ethnicity Only" "2009Q4" 34.7 1.2 18.6 54.5 65.8 3.3 63.6 35.9
"560" "Total Both Sexes" "Other Ethnicity Only" "2010Q1" 38.1 2.3 19.8 60.2 67.1 5.7 63.2 40.4
"561" "Total Both Sexes" "Other Ethnicity Only" "2010Q2" 40.9 1.4 21.4 63.7 66.4 3.3 64.2 42.3
"562" "Total Both Sexes" "Other Ethnicity Only" "2010Q3" 48.3 1.4 21.3 70.9 70 2.7 68.1 49.6
"563" "Total Both Sexes" "Other Ethnicity Only" "2010Q4" 46.6 2 21.5 70.1 69.4 4.1 66.6 48.6
"564" "Total Both Sexes" "Other Ethnicity Only" "2011Q1" 45.7 1.8 21.4 68.9 68.9 3.8 66.3 47.5
"565" "Total Both Sexes" "Other Ethnicity Only" "2011Q2" 43.3 2.1 23.9 69.3 65.5 4.7 62.4 45.4
"566" "Total Both Sexes" "Other Ethnicity Only" "2011Q3" 43.6 1.6 25.2 70.5 64.2 3.6 61.9 45.2
"567" "Total Both Sexes" "Other Ethnicity Only" "2011Q4" 40.3 2.3 24.7 67.3 63.3 5.5 59.9 42.6
"568" "Total Both Sexes" "Other Ethnicity Only" "2012Q1" 42.5 2.8 24 69.2 65.4 6.1 61.4 45.3
"569" "Total Both Sexes" "Other Ethnicity Only" "2012Q2" 44.5 3.6 23.2 71.3 67.5 7.5 62.4 48.1
"570" "Total Both Sexes" "Other Ethnicity Only" "2012Q3" 37.7 2.7 23 63.5 63.7 6.7 59.4 40.5
"571" "Total Both Sexes" "Other Ethnicity Only" "2012Q4" 41 1.9 21.9 64.8 66.2 4.5 63.2 42.9
"572" "Total Both Sexes" "Other Ethnicity Only" "2013Q1" 43.6 1.1 22.9 67.6 66.1 2.4 64.5 44.7
"573" "Total Both Sexes" "European/Maori" "2007Q4" 114.3 7.1 42.1 163.5 74.3 5.9 69.9 121.4
"574" "Total Both Sexes" "European/Maori" "2008Q1" 112.2 8.7 46.8 167.6 72.1 7.2 66.9 120.8
"575" "Total Both Sexes" "European/Maori" "2008Q2" 124 8.9 53.2 186.2 71.4 6.7 66.6 133
"576" "Total Both Sexes" "European/Maori" "2008Q3" 114.4 8.1 49.6 172.2 71.2 6.6 66.5 122.5
"577" "Total Both Sexes" "European/Maori" "2008Q4" 118.2 8.8 42.9 169.9 74.8 7 69.6 127.1
"578" "Total Both Sexes" "European/Maori" "2009Q1" 100.7 13.2 43.2 157.1 72.5 11.6 64.1 113.9
"579" "Total Both Sexes" "European/Maori" "2009Q2" 102.9 11.8 47.9 162.6 70.5 10.3 63.3 114.7
"580" "Total Both Sexes" "European/Maori" "2009Q3" 101.8 11.8 46.1 159.7 71.1 10.4 63.7 113.6
"581" "Total Both Sexes" "European/Maori" "2009Q4" 94.4 14.8 46.9 156.1 69.9 13.6 60.5 109.2
"582" "Total Both Sexes" "European/Maori" "2010Q1" 96 14.4 45.1 155.5 71 13 61.7 110.4
"583" "Total Both Sexes" "European/Maori" "2010Q2" 99.1 11.2 47.3 157.6 70 10.2 62.9 110.3
"584" "Total Both Sexes" "European/Maori" "2010Q3" 103.5 10.8 47.9 162.2 70.5 9.4 63.8 114.3
"585" "Total Both Sexes" "European/Maori" "2010Q4" 101.7 11.6 45.8 159.1 71.2 10.3 63.9 113.3
"586" "Total Both Sexes" "European/Maori" "2011Q1" 98.6 14 47.7 160.3 70.3 12.4 61.5 112.6
"587" "Total Both Sexes" "European/Maori" "2011Q2" 106 13.2 50.4 169.7 70.3 11.1 62.5 119.3
"588" "Total Both Sexes" "European/Maori" "2011Q3" 105 12 51.2 168.2 69.6 10.3 62.4 117
"589" "Total Both Sexes" "European/Maori" "2011Q4" 103.9 13.6 52.2 169.6 69.2 11.6 61.2 117.4
"590" "Total Both Sexes" "European/Maori" "2012Q1" 105.3 13.3 48.1 166.7 71.1 11.2 63.2 118.6
"591" "Total Both Sexes" "European/Maori" "2012Q2" 109.8 12.5 55 177.4 69 10.2 61.9 122.3
"592" "Total Both Sexes" "European/Maori" "2012Q3" 106 14.7 53.7 174.4 69.2 12.2 60.8 120.7
"593" "Total Both Sexes" "European/Maori" "2012Q4" 107.5 14.1 55.8 177.3 68.5 11.6 60.6 121.6
"594" "Total Both Sexes" "European/Maori" "2013Q1" 105.7 13.7 50.1 169.4 70.4 11.5 62.4 119.4
"595" "Total Both Sexes" "Two or More Groups Not Elsewhere Included" "2007Q4" 49.7 3 20.1 72.8 72.3 5.6 68.3 52.6
"596" "Total Both Sexes" "Two or More Groups Not Elsewhere Included" "2008Q1" 32.6 2.2 14.5 49.3 70.5 6.2 66.2 34.8
"597" "Total Both Sexes" "Two or More Groups Not Elsewhere Included" "2008Q2" 34.7 1.6 15.9 52.1 69.5 4.3 66.5 36.2
"598" "Total Both Sexes" "Two or More Groups Not Elsewhere Included" "2008Q3" 34.6 1.7 13.8 50.1 72.4 4.7 69 36.3
"599" "Total Both Sexes" "Two or More Groups Not Elsewhere Included" "2008Q4" 34 2.3 14.6 50.9 71.3 6.5 66.7 36.3
"600" "Total Both Sexes" "Two or More Groups Not Elsewhere Included" "2009Q1" 34 4.6 15.9 54.5 70.8 11.8 62.4 38.6
"601" "Total Both Sexes" "Two or More Groups Not Elsewhere Included" "2009Q2" 33.2 4 18.9 56.2 66.3 10.8 59.1 37.3
"602" "Total Both Sexes" "Two or More Groups Not Elsewhere Included" "2009Q3" 33.7 5.7 18.2 57.6 68.4 14.5 58.5 39.4
"603" "Total Both Sexes" "Two or More Groups Not Elsewhere Included" "2009Q4" 37.4 6.1 16.8 60.4 72.1 14.1 61.9 43.6
"604" "Total Both Sexes" "Two or More Groups Not Elsewhere Included" "2010Q1" 37.8 4.3 21.4 63.5 66.4 10.3 59.6 42.1
"605" "Total Both Sexes" "Two or More Groups Not Elsewhere Included" "2010Q2" 32.4 6.5 21.1 60 64.9 16.8 54 38.9
"606" "Total Both Sexes" "Two or More Groups Not Elsewhere Included" "2010Q3" 34.5 5.4 21.6 61.5 64.8 13.4 56.1 39.9
"607" "Total Both Sexes" "Two or More Groups Not Elsewhere Included" "2010Q4" 34.2 5.9 20 60.1 66.7 14.6 56.9 40
"608" "Total Both Sexes" "Two or More Groups Not Elsewhere Included" "2011Q1" 37.2 5.6 21.8 64.6 66.2 13.1 57.5 42.8
"609" "Total Both Sexes" "Two or More Groups Not Elsewhere Included" "2011Q2" 36 7.3 20.9 64.1 67.4 16.8 56.1 43.2
"610" "Total Both Sexes" "Two or More Groups Not Elsewhere Included" "2011Q3" 36.4 7.1 19.5 63.1 69.1 16.4 57.8 43.6
"611" "Total Both Sexes" "Two or More Groups Not Elsewhere Included" "2011Q4" 39.4 5.8 19.8 65 69.5 12.8 60.6 45.2
"612" "Total Both Sexes" "Two or More Groups Not Elsewhere Included" "2012Q1" 45.1 9.3 21.8 76.2 71.4 17.1 59.2 54.4
"613" "Total Both Sexes" "Two or More Groups Not Elsewhere Included" "2012Q2" 42.5 7 26.6 76.1 65.1 14.2 55.8 49.5
"614" "Total Both Sexes" "Two or More Groups Not Elsewhere Included" "2012Q3" 43 6.9 30.8 80.6 61.8 13.8 53.3 49.8
"615" "Total Both Sexes" "Two or More Groups Not Elsewhere Included" "2012Q4" 42.8 9.4 27.9 80.1 65.2 18 53.5 52.2
"616" "Total Both Sexes" "Two or More Groups Not Elsewhere Included" "2013Q1" 37.6 5.7 23.9 67.2 64.5 13.2 56 43.3
"617" "Total Both Sexes" "Residual Categories" "2007Q4" 13.1 NA 5.7 19.5 70.5 NA 67.2 13.7
"618" "Total Both Sexes" "Residual Categories" "2008Q1" 9.7 NA 5.3 15.6 66.1 NA 62.5 10.3
"619" "Total Both Sexes" "Residual Categories" "2008Q2" 5.5 NA 6.3 11.8 46.3 NA 46.3 5.5
"620" "Total Both Sexes" "Residual Categories" "2008Q3" 6.3 NA NA 7.2 87.5 NA 86.8 6.3
"621" "Total Both Sexes" "Residual Categories" "2008Q4" 4 NA 1.2 5.3 78.1 NA 75 4.1
"622" "Total Both Sexes" "Residual Categories" "2009Q1" 3 NA NA 4.8 79.9 NA 63.4 3.8
"623" "Total Both Sexes" "Residual Categories" "2009Q2" 3.7 NA 1.5 5.5 72.6 NA 67.3 4
"624" "Total Both Sexes" "Residual Categories" "2009Q3" 2.8 NA 1.4 4.3 67.3 NA 66.1 2.9
"625" "Total Both Sexes" "Residual Categories" "2009Q4" 2.5 NA 1.1 3.7 69.2 NA 67.3 2.5
"626" "Total Both Sexes" "Residual Categories" "2010Q1" 4.4 NA 1.6 6.1 74 NA 72.6 4.5
"627" "Total Both Sexes" "Residual Categories" "2010Q2" 4.6 NA 1.1 6.7 83.3 NA 69.2 5.6
"628" "Total Both Sexes" "Residual Categories" "2010Q3" 2.8 NA 2.7 5.8 53.6 NA 48 3.1
"629" "Total Both Sexes" "Residual Categories" "2010Q4" 5.1 NA 2.1 7.5 71.3 NA 67.9 5.3
"630" "Total Both Sexes" "Residual Categories" "2011Q1" 11.4 NA 5.2 17.4 70.2 NA 65.3 12.2
"631" "Total Both Sexes" "Residual Categories" "2011Q2" 7.7 NA 3.2 11.8 72.6 NA 65 8.6
"632" "Total Both Sexes" "Residual Categories" "2011Q3" 6.9 NA 1.8 9.5 80.5 10.1 72.4 7.6
"633" "Total Both Sexes" "Residual Categories" "2011Q4" 4.9 NA 3.6 9.1 60.4 NA 54.1 5.5
"634" "Total Both Sexes" "Residual Categories" "2012Q1" 9.2 1.7 4.4 15.2 71.4 15.5 60.3 10.9
"635" "Total Both Sexes" "Residual Categories" "2012Q2" 5.2 1.3 1.9 8.5 77.2 19.6 62 6.5
"636" "Total Both Sexes" "Residual Categories" "2012Q3" 2.6 NA 1.2 4.1 71 NA 63.4 2.9
"637" "Total Both Sexes" "Residual Categories" "2012Q4" 4.8 NA 2.4 7.5 68.1 NA 63.5 5.1
"638" "Total Both Sexes" "Residual Categories" "2013Q1" 4.9 NA 2.1 7.1 70.1 NA 68.4 5
"639" "Total Both Sexes" "Total All Ethnic Groups" "2007Q4" 2207.5 75.8 1028.3 3311.6 68.9 3.3 66.7 2283.3
"640" "Total Both Sexes" "Total All Ethnic Groups" "2008Q1" 2156.9 96 1069.8 3322.7 67.8 4.3 64.9 2252.8
"641" "Total Both Sexes" "Total All Ethnic Groups" "2008Q2" 2184.3 87.5 1058.6 3330.3 68.2 3.9 65.6 2271.7
"642" "Total Both Sexes" "Total All Ethnic Groups" "2008Q3" 2183.6 93.9 1060.6 3338.1 68.2 4.1 65.4 2277.6
"643" "Total Both Sexes" "Total All Ethnic Groups" "2008Q4" 2227.9 102.8 1018.5 3349.2 69.6 4.4 66.5 2330.7
"644" "Total Both Sexes" "Total All Ethnic Groups" "2009Q1" 2173 128.8 1058.9 3360.8 68.5 5.6 64.7 2301.8
"645" "Total Both Sexes" "Total All Ethnic Groups" "2009Q2" 2166.1 133.5 1072.6 3372.2 68.2 5.8 64.2 2299.6
"646" "Total Both Sexes" "Total All Ethnic Groups" "2009Q3" 2143.4 144.5 1096.1 3384 67.6 6.3 63.3 2287.9
"647" "Total Both Sexes" "Total All Ethnic Groups" "2009Q4" 2175 158.9 1064.6 3398.4 68.7 6.8 64 2333.9
"648" "Total Both Sexes" "Total All Ethnic Groups" "2010Q1" 2170.6 153.5 1088 3412.1 68.1 6.6 63.6 2324.1
"649" "Total Both Sexes" "Total All Ethnic Groups" "2010Q2" 2165.6 155.3 1100.4 3421.3 67.8 6.7 63.3 2320.9
"650" "Total Both Sexes" "Total All Ethnic Groups" "2010Q3" 2181.9 144.5 1103.7 3430 67.8 6.2 63.6 2326.3
"651" "Total Both Sexes" "Total All Ethnic Groups" "2010Q4" 2203 155.6 1084.2 3442.8 68.5 6.6 64 2358.6
"652" "Total Both Sexes" "Total All Ethnic Groups" "2011Q1" 2209.9 166.7 1080.9 3457.6 68.7 7 63.9 2376.7
"653" "Total Both Sexes" "Total All Ethnic Groups" "2011Q2" 2208.3 149.9 1102.9 3461.1 68.1 6.4 63.8 2358.2
"654" "Total Both Sexes" "Total All Ethnic Groups" "2011Q3" 2206.5 151 1109.2 3466.6 68 6.4 63.6 2357.5
"655" "Total Both Sexes" "Total All Ethnic Groups" "2011Q4" 2237 150.7 1088.3 3476 68.7 6.3 64.4 2387.7
"656" "Total Both Sexes" "Total All Ethnic Groups" "2012Q1" 2230.9 171.2 1081.7 3483.9 69 7.1 64 2402.1
"657" "Total Both Sexes" "Total All Ethnic Groups" "2012Q2" 2220.4 156.4 1111.3 3488.1 68.1 6.6 63.7 2376.8
"658" "Total Both Sexes" "Total All Ethnic Groups" "2012Q3" 2208.1 170 1116.5 3494.6 68.1 7.1 63.2 2378.1
"659" "Total Both Sexes" "Total All Ethnic Groups" "2012Q4" 2205.1 160.5 1137.4 3503 67.5 6.8 62.9 2365.6
"660" "Total Both Sexes" "Total All Ethnic Groups" "2013Q1" 2239.8 155.8 1117.3 3512.9 68.2 6.5 63.8 2395.6
